cpcode,capacity_group,region_num,endpoint_name,timestamp,in_utilization,in_demand,in_dropped_bytes,out_utilization,out_demand,out_dropped_bytes
2222,8,91,918,"Sat, 15 Aug 2015 10:45:17 GMT",1033619,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:17 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:17 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:17 GMT",1989667,3092473,0,17382,34681,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:23 GMT",1033868,1033868,0,2444,2444,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:23 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:23 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:23 GMT",1992281,3090294,0,12659,12659,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:29 GMT",1025280,1032470,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:29 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:29 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:29 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:35 GMT",1031440,1033836,0,22368,34944,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:35 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:35 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:35 GMT",1993750,3093881,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:41 GMT",1019238,1031222,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:41 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:41 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:41 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:47 GMT",1026428,1031222,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:47 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:47 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:47 GMT",1992460,3090473,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:45:54 GMT",1031574,1031574,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:45:54 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:45:54 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:45:54 GMT",1993750,3094160,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:00 GMT",1033619,1033619,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:00 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:00 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:00 GMT",1992281,3090016,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:06 GMT",411350,411350,0,4806,4806,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:06 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:06 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:06 GMT",1992281,3090016,0,9529,7168,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:12 GMT",0,0,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:12 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:12 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:12 GMT",1993750,3091763,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:18 GMT",0,0,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:18 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:18 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:18 GMT",1992281,3092412,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:24 GMT",1992281,3090294,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:24 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:24 GMT",0,0,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:24 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:30 GMT",1992460,3092870,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:30 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:30 GMT",0,0,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:30 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:36 GMT",1992384,3090118,0,22272,39571,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:36 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:36 GMT",0,0,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:36 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:42 GMT",1992281,3092412,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:42 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:42 GMT",0,0,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:42 GMT",0,0,0,0,0,0
2222,5,95,955,"Sat, 15 Aug 2015 10:46:48 GMT",1993750,3091763,0,0,0,0
2222,7,90,907,"Sat, 15 Aug 2015 10:46:48 GMT",0,0,0,0,0,0
2222,6,90,906,"Sat, 15 Aug 2015 10:46:48 GMT",0,0,0,0,0,0
2222,8,91,918,"Sat, 15 Aug 2015 10:46:48 GMT",0,0,0,0,0,0
